Experiment	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene	start	end	geneFunction
MitomycinC	2626.719208756178	-1.9629680911535439	0.09135551680780506	-21.487132466047584	2.0541224832880946e-102	2.011860633153459e-101	MIT0604_00027	27784	28290	Biotin / Lipoyl attachment:Acetyl-CoA biotin carboxyl carrier subunit
MitomycinC	658.8192691393883	1.3270626520114073	0.13734438220378503	9.662300202729625	4.359632919373853e-22	1.1527548459091786e-21	MIT0604_00028	28267	29301	4-hydroxythreonine-4-phosphate dehydrogenase
MitomycinC	494.3370716477888	-0.007534314763125704	0.18028297838744725	-0.041791603569659594	0.9666648285475677	0.969506567387002	MIT0604_00029	29327	30205	Nucleoside-diphosphate-sugar epimerase
MitomycinC	1386.5994781134239	2.486870413605728	0.48389435755033894	5.139283760602689	2.757876599408198e-7	4.4875782185918775e-7	MIT0604_00030	30238	30468	putative Transcription factor TFIID
MitomycinC	109.97063191540349	-1.4532082879480188	0.20428311203893323	-7.113697620149137	1.1297452604368522e-12	2.3010831324519767e-12	MIT0604_00031	30469	30870	HNH nuclease
MitomycinC	593.9919027716235	-2.983886212390007	0.12887892640407747	-23.15263088888986	1.3676935304437892e-118	1.618305581975975e-117	MIT0604_00032	31034	31498	putative Bacterial type II secretion system pr
MitomycinC	386.9012071841767	-0.9284791506439911	0.17856920701575268	-5.199547929683556	1.9977380948109202e-7	3.2714959040623627e-7	MIT0604_00033	31555	32067	hypothetical protein
MitomycinC	963.8994369870592	-0.7754656811079488	0.1601936043522703	-4.840803003612289	1.2931551676809845e-6	2.0504172178489354e-6	MIT0604_00034	32202	32390	hypothetical protein
MitomycinC	1331.6117833808767	-2.5670471724716344	0.1655299387665693	-15.508053658448398	3.0601514403604364e-54	1.5858556958019782e-53	MIT0604_00035	32392	33528	Serine--glyoxylate transaminase
MitomycinC	628.3748122807493	2.0681521355894508	0.17517484706976033	11.806216304363863	3.625106872260613e-32	1.2367656279195793e-31	MIT0604_00036	33616	34728	Cobalt-precorrin-6 synthase
MitomycinC	2049.223963137398	-0.31315322320340044	0.09132472431839954	-3.4290081414492515	6.057913552877495e-4	8.185180886297182e-4	MIT0604_00037	34783	36369	GMP synthase (glutamine-hydrolyzing)
MitomycinC	913.0817263093511	1.7959063037699605	0.11576501406102638	15.513376976080488	2.816670556445286e-54	1.4633818855440357e-53	MIT0604_00038	36799	40143	hypothetical protein
MitomycinC	1977.0925130077735	3.125209298662245	0.2193562388145845	14.247186747689883	4.667068115771772e-46	2.1136036356161104e-45	MIT0604_00039	40265	40657	hypothetical protein
MitomycinC	3659.1823202536316	6.35040261957718	0.14083998493463784	45.089486643472206	0	0	MIT0604_00040	40657	41208	hypothetical protein
MitomycinC	1068.105400480455	2.9217029220859296	0.16554956100590434	17.648509028554457	1.0447818212271947e-69	6.540270299853418e-69	MIT0604_00041	41205	41561	Hypothetical protein
MitomycinC	4940.467999443737	-0.2904147498887689	0.11718505218822926	-2.4782576315474802	0.013202577536344138	0.01619273589987804	MIT0604_00042	41840	42022	Hypothetical protein
MitomycinC	5408.550407913219	2.57584805076037	0.10584691588063615	24.33559853236688	8.236340559068761e-131	1.146924430232228e-129	MIT0604_00043	42387	42911	Hypothetical protein
MitomycinC	1504.6067192458381	3.522150124903903	0.14880056849034612	23.670273310363147	7.2997784142007515e-124	9.281146840912384e-123	MIT0604_00044	43020	43475	Hypothetical protein
MitomycinC	405.7582484442539	1.1249360663238195	0.18658254254037213	6.029160343768011	1.6481370754377226e-9	2.990901235302321e-9	MIT0604_00045	43493	46792	Hypothetical protein
MitomycinC	703.5593497534471	1.0458276906089312	0.12084733171534266	8.654123146652429	4.967155530310392e-18	1.1687088931661347e-17	MIT0604_00046	47221	48117	Replicative DNA helicase
MitomycinC	403.02112273919624	0.40303719878349764	0.11191601621054308	3.6012468315998674	3.166947227878213e-4	4.3537548525632655e-4	MIT0604_00047	48362	49840	TPR repeat protein
MitomycinC	105.81571209430311	1.9596030577415893	0.22557814852377248	8.687025186462495	3.720536633977201e-18	8.86605179249282e-18	MIT0604_00048	50022	50735	hypothetical protein
MitomycinC	265.7956826961468	-0.7078136635612716	0.15688945440781135	-4.51154391627504	6.435745467348513e-6	9.846017168656508e-6	MIT0604_00049	50816	51424	hypothetical protein
MitomycinC	17.530166793176964	-0.6090098385721329	0.5028470823930599	-1.2111233412627995	0.22584813693893507	0.24909005189331904	MIT0604_00050	51532	51675	hypothetical protein
MitomycinC	533.3259458039973	1.2788961532242398	0.14814151081303503	8.632935807157363	5.97969979519824e-18	1.4037208120149996e-17	MIT0604_00051	51687	53477	penicillin-binding protein 2
MitomycinC	597.7074046767318	0.7369434501205585	0.13776188159065308	5.349400295724176	8.824616082793629e-8	1.4614877929998832e-7	MIT0604_00052	53501	54025	reductase-like protein
MitomycinC	2059.2637067467713	1.6489069951862734	0.16530977251381176	9.974649230422877	1.967955748469786e-23	5.371069244942899e-23	MIT0604_00053	54044	55846	flavoprotein
MitomycinC	1301.783435146242	4.217005784618679	0.11319871624842871	37.25312374889423	9.43104887611542e-304	6.032924077940083e-302	MIT0604_00054	56094	58286	TPR repeat protein
MitomycinC	194.13451133225306	4.414308730261777	0.26279405587343274	16.79759732612751	2.5413169964748456e-63	1.4778624692568207e-62	MIT0604_00055	58413	58637	hypothetical protein
MitomycinC	5481.675767453504	1.212098166257957	0.1955449297402575	6.198566068002827	5.697988693475325e-10	1.0498454415431135e-9	MIT0604_00056	58870	60645	flavoprotein
MitomycinC	1453.8290675732403	-0.19310811540720596	0.09618633970260917	-2.007645950602356	0.044680927952466996	0.052807078244053084	MIT0604_00057	60765	63425	alanyl-tRNA synthetase
MitomycinC	831.0485719989134	2.492658396560052	0.0982340200186435	25.374696017601426	4.798931507570684e-142	7.796359361902532e-141	MIT0604_00058	63410	65356	arginine decarboxylase
MitomycinC	630.8156195701661	-0.803328277519016	0.14531687216691194	-5.528114289415119	3.236911626860404e-8	5.498720415089832e-8	MIT0604_00059	65479	65937	nucleoside diphosphate kinase
MitomycinC	1359.5136501821269	2.9359343013496404	0.12167116787966621	24.130074137640428	1.2088778376911132e-128	1.6280085090484926e-127	MIT0604_00060	65941	67050	putative thiamine biosynthesis oxidoreductase
MitomycinC	4015.1955589057275	-2.804533785308429	0.12908481143305467	-21.72628796659708	1.1579295769406178e-104	1.1619028647046299e-103	MIT0604_00061	67130	68602	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MitomycinC	802.7715754857268	4.712637691292956	0.18632782100520034	25.29218484856015	3.89364960939568e-141	6.275827362545636e-140	MIT0604_00062	68606	69223	putative dephospho-CoA kinase
MitomycinC	959.1370615683826	-0.04117991523312717	0.12941598910226076	-0.31819804893341264	0.7503347126424862	0.7698923091624909	MIT0604_00063	69300	70538	Glutamate N-acetyltransferase
MitomycinC	4097.208564799518	0.20895774305731862	0.09689893838057106	2.1564502826298884	0.031048521971362087	0.03714571857123214	MIT0604_00064	70649	70816	Hypothetical protein
MitomycinC	4369.221669949317	0.05984335190966417	0.12417993653398118	0.4819083789214883	0.6298710336116129	0.6548227556134949	MIT0604_00065	70855	71037	Hypothetical protein
MitomycinC	554.7969099527004	-1.790089784628413	0.11451220962250533	-15.632304978914693	4.38644257288597e-55	2.3505361117009372e-54	MIT0604_00066	71271	72134	Hypothetical protein
MitomycinC	1230.406494647957	-3.9618875799702824	0.14744675463775367	-26.869954443580834	4.931402929475768e-159	9.434188594987754e-158	MIT0604_00067	72485	73156	hypothetical protein
MitomycinC	452.87411506789795	3.7299646215815354	0.16252090560427165	22.950675838982637	1.450751577534276e-116	1.640711866968322e-115	MIT0604_00068	73307	74269	Aldo/keto reductase family protein
MitomycinC	16.669715439934283	0.9991153485680553	0.621709664656886	1.6070449043436614	0.10804451799800646	0.12341915644080315	MIT0604_00069	74278	74415	hypothetical protein
MitomycinC	502.64010993819954	1.335364533955311	0.13191547090132988	10.122880393264387	4.37351730870208e-24	1.211446540042376e-23	MIT0604_00071	74897	76021	hypothetical protein
MitomycinC	385.60087909683546	-0.6747792593692071	0.17324400125795436	-3.894964642178196	9.821305525454096e-5	1.4019673926502467e-4	MIT0604_00072	76023	76409	hypothetical protein
MitomycinC	785.6664535155437	-1.7310924271139898	0.13504448282033635	-12.818683081018875	1.2887072553073261e-37	4.949312854810688e-37	MIT0604_00073	76411	76872	hypothetical protein
MitomycinC	2018.7415599740702	-5.927882162861049	0.21324482334412775	-27.798480966146695	4.5250614437786515e-170	9.854043378100957e-169	MIT0604_00074	77060	77197	putative protein
MitomycinC	2543.6192299217687	-5.034152295198439	0.14420793725564093	-34.908982064380226	5.432236986042451e-267	2.4710642467619769e-265	MIT0604_00075	77280	77642	hypothetical protein
MitomycinC	1937.6936937259088	-1.3176740546356995	0.1374621828966107	-9.585720427754014	9.18146136886299e-22	2.3941976333837633e-21	MIT0604_00076	77719	81309	condensin subunit Smc
MitomycinC	671.5300784848818	-1.2766191793991106	0.13327537322017657	-9.578807761356492	9.817159848113162e-22	2.55670816909512e-21	MIT0604_00077	81355	82410	hypothetical protein
MitomycinC	477.26171746996937	0.8620036661231696	0.132290931239143	6.515969447406195	7.22216754011565e-11	1.3777984114274684e-10	MIT0604_00078	82414	83700	cyanobacteria-specific protein
MitomycinC	1895.6505348396906	-2.9563543880304546	0.10882666903987948	-27.16571603369667	1.6514004161546166e-162	3.3141339724200984e-161	MIT0604_00080	84046	85395	acetyl-CoA carboxylase%2C biotin carboxylase subunit
MitomycinC	248.97565188286748	-0.9728769522630838	0.1439097035172628	-6.7603290708356	1.3767867227381101e-11	2.7177265394840033e-11	MIT0604_00081	85413	85718	hypothetical protein
MitomycinC	1650.8842606374749	-4.150854253733442	0.17453054323167264	-23.782967593377506	5.012033022995329e-125	6.493437720298379e-124	MIT0604_00082	85808	85993	Photosystem II protein X PsbX
MitomycinC	9710.099302839053	-1.2157069885223803	0.10935708725048174	-11.116855972378003	1.038680603514684e-28	3.206906780383949e-28	MIT0604_00083	86074	87003	hypothetical protein
MitomycinC	419.4074035622232	0.7141683243815437	0.15005128048011523	4.759495034607086	1.9407789962081293e-6	3.037289453545903e-6	MIT0604_00084	87004	87279	putative high light inducible protein
MitomycinC	2887.6210160708883	1.1103577465476917	0.11193160482331138	9.919966289239191	3.4087128230188944e-23	9.229676122645075e-23	MIT0604_00085	87288	89270	ABC transporter%2C ATP binding protein
MitomycinC	232.39972452485026	0.6692950091427002	0.2359144836543294	2.8370238180177862	0.00455362149165345	0.005771679995922359	MIT0604_00086	89313	89591	hypothetical protein
MitomycinC	492.37818435843707	-0.3346708823110024	0.11714463148083311	-2.8569032834062082	0.004277961691449363	0.005449276653638362	MIT0604_00087	89640	89981	HIT (histidine triad) family protein
MitomycinC	1579.3617279918242	-1.671990593796146	0.14157602866091976	-11.809842454336886	3.472112670454279e-32	1.1865466838764456e-31	MIT0604_00088	89986	90591	peptide deformylase
MitomycinC	286.6305717207612	1.049652071500323	0.1416203141633013	7.411733815884474	1.2465877574068356e-13	2.6091668092145114e-13	MIT0604_00089	90668	92593	Esterase/lipase/thioesterase family active site
MitomycinC	692.7492711070732	0.544205411681409	0.10021383190078131	5.43044209925243	5.621461625763056e-8	9.393577100356715e-8	MIT0604_00090	92590	93843	cysteine desulfurase
MitomycinC	977.4286812856633	0.6042922951155877	0.11923465654601004	5.068092722541659	4.018216662157116e-7	6.486821378103799e-7	MIT0604_00091	93843	95060	ABC transporter%2C membrane component
MitomycinC	1695.8266244267677	-1.5719534260779118	0.15384525182547396	-10.217757177590222	1.6511694575521852e-24	4.6300601090538675e-24	MIT0604_00092	95065	95850	FeS assembly ATPase SufC
MitomycinC	4007.899112447523	-2.013229627025508	0.14126882130793825	-14.251054184398292	4.415648393156072e-46	2.008629391286773e-45	MIT0604_00093	95872	97314	ABC transporter%2C membrane component
MitomycinC	39.58569390503294	0.1467181325519824	0.5078863044578029	0.2888798757993922	0.7726733042739314	0.7904359089698839	MIT0604_00094	97410	97763	hypothetical protein
MitomycinC	1646.6963391492072	-2.511307490262163	0.2247346520162944	-11.174545036695456	5.432804946313311e-29	1.6952670312657543e-28	MIT0604_00095	98052	99137	hypothetical protein
MitomycinC	146.64916089703408	-2.4248181974023555	0.2558979529197383	-9.47572330976361	2.6491888505113956e-21	6.847082799238418e-21	MIT0604_00096	99150	99320	membrane protein
MitomycinC	1330.8465915406043	-1.9160372457504926	0.16218830780915952	-11.813658281736418	3.3180360826577593e-32	1.1357892744482328e-31	MIT0604_00097	99353	100990	phosphoglucomutase
MitomycinC	537.547941001593	-1.0793379929953748	0.15986796464484798	-6.7514338810352665	1.4639109712330947e-11	2.886922695678367e-11	MIT0604_00098	101024	102313	ATPase
MitomycinC	196.34582102730818	0.9096177669534523	0.18252468401704572	4.983532895027526	6.243369378579471e-7	1.0007969552037727e-6	MIT0604_00099	102310	102903	putative 4'-phosphopantetheinyl transferase family protein
MitomycinC	589.6308293679316	-2.0994089200843504	0.22928635789875068	-9.156274884053142	5.3719701316280046e-20	1.3410271779807958e-19	MIT0604_00100	102966	103433	putative bacterioferritin comigratory (BCP) protein
MitomycinC	366.7742002346881	0.9568623226273294	0.12225542615964176	7.826747267461599	5.006541038206073e-15	1.0937448778236746e-14	MIT0604_00101	103430	104119	putative transcriptional regulator
MitomycinC	824.9712700646113	-0.34138336862857793	0.09797378403795036	-3.4844358823207475	4.931756087526631e-4	6.694499145336216e-4	MIT0604_00102	104135	104857	Phosphoadenosine phosphosulfate reductase
MitomycinC	257.87403454892126	0.8189935018118103	0.12552602097415902	6.524491857990221	6.823245643374173e-11	1.3053442833632648e-10	MIT0604_00103	104953	106146	putative NADH dehydrogenase%2C transport associated
MitomycinC	1739.0944327639534	0.09264393119764999	0.10805179277970921	0.8574029991943584	0.39122220234204297	0.41731727368116833	MIT0604_00104	106196	108004	putative sodium/sulfate transporter%2C DASS family
MitomycinC	1172.3645269122947	0.14042796307772815	0.11309019314093163	1.241734222725471	0.21433463879833015	0.23715838141631448	MIT0604_00105	108009	109412	putative sodium transporter%2C Trk family
MitomycinC	1600.3234433949337	-0.9340063383757324	0.1541195145401617	-6.060273036561775	1.3589067556040994e-9	2.470410416271396e-9	MIT0604_00106	109431	110135	putative potassium channel%2C VIC family
MitomycinC	702.2548861453873	-0.4058867940067137	0.16996750555556692	-2.388025832820253	0.01693915107067681	0.020615007278047225	MIT0604_00107	110142	110444	hypothetical protein
MitomycinC	757.0171988848175	-2.4303691288508635	0.1671095898149251	-14.543564684363789	6.416254067756939e-48	3.026283888640197e-47	MIT0604_00108	110562	110900	hypothetical protein
MitomycinC	954.9792351491229	-2.2913288582066893	0.10877030637487896	-21.065757140644436	1.6398357517369817e-98	1.5120467494619826e-97	MIT0604_00109	110935	111165	hypothetical protein
MitomycinC	133.77973384538635	-1.312491754516139	0.280484033389112	-4.6793813489388025	2.8774181672051244e-6	4.465561022190212e-6	MIT0604_00110	111143	111319	hypothetical protein
MitomycinC	897.0023744819691	1.382007385127574	0.11496457347141298	12.021158722179951	2.7508657505310574e-33	9.609252886240741e-33	MIT0604_00111	111393	113021	ABC transporter%2C ATP binding component
MitomycinC	409.24195077124887	-2.34951066259237	0.32380423835689215	-7.25596018913988	3.988223834442305e-13	8.271422683995338e-13	MIT0604_00112	113132	113275	hypothetical protein
MitomycinC	602.3310962111874	0.8804764201272784	0.14828341389774874	5.937794369466199	2.888820485160808e-9	5.160048458223537e-9	MIT0604_00113	113281	114435	putative serine protease
MitomycinC	2251.587334562005	-0.36226228650537207	0.12076984252889995	-2.999608833792124	0.0027032652770067594	0.0034758693605733896	MIT0604_00114	114578	114841	hypothetical protein
MitomycinC	3707.1916491494426	0.38986847016349835	0.0979093459892388	3.981933146671705	6.835700914579695e-5	9.853999839538476e-5	MIT0604_00115	114866	115249	hypothetical protein
MitomycinC	1539.893835450952	0.5692174330096387	0.13220221372680507	4.305657348415681	1.664905978277008e-5	2.4894540084244233e-5	MIT0604_00116	115319	115465	putative high light inducible protein
MitomycinC	256.4773693751314	-0.4276926790760079	0.12803475864150973	-3.3404419519665267	8.364516454278533e-4	0.0011147242956971457	MIT0604_00117	115470	115811	putative Zinc finger%2C C3HC4 type (RING finger)
MitomycinC	934.0684562546295	-0.23785162516590858	0.13722809341440448	-1.7332575221870852	0.08304990712108355	0.09593857780861063	MIT0604_00118	115823	116737	serum resistance locus BrkB-like protein
MitomycinC	611.1273836200265	0.21482014678523903	0.12881414254779316	1.6676751677754293	0.0953802275017223	0.1094413260627946	MIT0604_00119	116829	117629	Histidinol-phosphatasee (alternative form)
MitomycinC	450.364429321575	0.8945392982540917	0.11400743257574855	7.8463243846820605	4.284079572988317e-15	9.379156027708114e-15	MIT0604_00120	117632	119059	RND transporter
MitomycinC	719.89532469436665	0.37972853761633923	0.0960393539993783	3.953884754564232	7.689245643383864e-5	1.1022329014010342e-4	MIT0604_00121	119085	120464	putative Fe-S oxidoreductase
MitomycinC	10.016927246550948	3.315015716260184	0.905081862233487	3.662669482824083	2.4960050395206286e-4	3.4569163165755934e-4	MIT0604_00122	120511	120624	hypothetical protein
MitomycinC	215.01820203127838	0.9495237947222608	0.15790873819658313	6.013117485241275	1.819890418741761e-9	3.2870753194560647e-9	MIT0604_00123	120643	121410	Permeases of the major facilitator
MitomycinC	372.0760580571375	1.5647082710297546	0.13873108827907393	11.278714024661578	1.6717180050448427e-29	5.264625778964296e-29	MIT0604_00124	121410	123077	L-aspartate oxidase
MitomycinC	1525.5151214971784	-1.2443358418308337	0.11267182417126156	-11.04389541026192	2.3463554276396737e-28	7.190104132303013e-28	MIT0604_00125	123067	124002	Thioredoxin domain 2
MitomycinC	1796.8569303419451	-1.7077905648280394	0.1478009981933721	-11.554661915027731	6.992211080343574e-31	2.2864306839398236e-30	MIT0604_00126	124108	125463	SSU ribosomal protein S12P methylthiotransferase
MitomycinC	121.73915622453383	-2.542940078819194	0.4112430264971745	-6.183545774572948	6.267754795367789e-10	1.1517140095258405e-9	MIT0604_00127	125842	125934	hypothetical protein
MitomycinC	154.31013137578185	0.0116180204138997	0.17488066947876804	0.06643398866511215	0.9470323109214682	0.9512144948264207	MIT0604_00128	125999	126385	hypothetical protein
MitomycinC	632.1234950756215	3.4656780287050633	0.1901885075566088	18.222331481693335	3.4321474638075957e-74	2.2959496269327284e-73	MIT0604_00129	126447	127601	hypothetical protein
MitomycinC	1511.1728022081193	-0.46481751467544463	0.10530492834342911	-4.414014823309536	1.0147100637505844e-5	1.5340557610764005e-5	MIT0604_00130	127619	128269	5-amino-6-(5-phosphoribosylamino)uracil reductase
MitomycinC	7045.598072340617	-1.6588023216185337	0.13691707313182397	-12.115379650435825	8.755775949338162e-34	3.106251883586693e-33	MIT0604_00131	128266	129192	6-pyruvoyl tetrahydropterin synthase
MitomycinC	201.59273180303637	0.18503240722373085	0.1416292031781512	1.3064565998509787	0.19139732881552843	0.21316122529128764	MIT0604_00132	129243	129800	shikimate kinase
MitomycinC	189.1493287129051	1.5643054494613564	0.31452649020214873	4.973525277492413	6.574619644253049e-7	1.052247569334323e-6	MIT0604_00133	129797	130054	hypothetical protein
MitomycinC	179.8348025609115	0.33425708427417167	0.2134543301674876	1.565941923089102	0.11736221408896287	0.13354110741529016	MIT0604_00134	130056	130769	putative POLO box duplicated region
MitomycinC	806.0269813831059	2.3571441250460627	0.13631458015701034	17.291944283077047	5.4096464802086133e-67	3.3055362223841885e-66	MIT0604_00135	130750	131475	putative glutathione S-transferase
MitomycinC	513.7830203001319	-0.6748812669490399	0.1563892046349385	-4.315395480937605	1.593174193047645e-5	2.3856822042198458e-5	MIT0604_00136	131530	131739	hypothetical protein
MitomycinC	592.2179866884777	-0.30489376195236856	0.13422557845836763	-2.2715026856594	0.023116564575560678	0.027917172676208087	MIT0604_00137	131739	132131	Ribosome-binding factor A
MitomycinC	617.1324886915479	1.5188624059704794	0.11012749957309008	13.79185409510212	2.8533107487323064e-43	1.224471090703361e-42	MIT0604_00138	132103	132915	Uroporphyrinogen-III synthase
MitomycinC	1306.2243346934767	0.7359200390279074	0.17264682149262509	4.262575080534242	2.0208456745303793e-5	3.004118442820397e-5	MIT0604_00139	132908	133378	hypothetical protein
MitomycinC	4142.217717105354	0.4580730972091482	0.18151742857694572	2.5235763904344304	0.011616781808803996	0.014316407202060072	MIT0604_00140	133382	134836	zeta-carotene desaturase
MitomycinC	688.1173064002161	-2.488489434244494	0.14703933589797524	-16.92397084798559	2.995369367921316e-64	1.7721159237384203e-63	MIT0604_00141	134936	135328	hypothetical protein
MitomycinC	983.4409793100463	-2.027889436529888	0.13775948763424897	-14.720506524486561	4.7608097177153946e-49	2.2822898108111035e-48	MIT0604_00142	135335	135763	hypothetical protein
MitomycinC	629.8149905003411	0.8602339408341333	0.0941601448979425	9.135860419145663	6.488870086369691e-20	1.6159023195618926e-19	MIT0604_00143	135765	136967	hypothetical protein
MitomycinC	79.45605106611097	2.8558014174115454	0.3548423499114987	8.048085066858032	8.409948860102141e-16	1.8752903395020786e-15	MIT0604_00144	136960	137229	hypothetical protein
MitomycinC	509.06949895781815	1.0972738491155174	0.18459627623906938	5.944181927561992	2.7784089352430547e-9	4.975855722171945e-9	MIT0604_00145	137180	138106	hypothetical protein
MitomycinC	300.2629441532781	-1.80369620426928	0.25189918206090134	-7.160389285556325	8.044828014718843e-13	1.6467762946129473e-12	MIT0604_00146	138243	138479	hypothetical protein
MitomycinC	303.84469758492213	1.7983438105086162	0.13061202777397518	13.768592687502409	3.9380988452893775e-43	1.682941197558947e-42	MIT0604_00147	138491	139168	putative heat shock protein DnaJ
MitomycinC	671.5154899970713	0.8946756465349665	0.1032056920085275	8.668859528222947	4.364700347983613e-18	1.032894984083521e-17	MIT0604_00148	139185	140195	Cysteine synthase
MitomycinC	942.3507356803108	-2.962831002666346	0.12169540553055476	-24.346284806310546	6.34714187145533e-131	8.960413386806248e-130	MIT0604_00149	140304	140576	hypothetical protein
MitomycinC	1119.2987869139433	-1.324209421183562	0.08540309276247983	-15.505403590785736	3.1890650635219e-54	1.6484889356134672e-53	MIT0604_00150	140585	141259	putative ABC transporter
MitomycinC	82.33206327918535	1.494828139851332	0.23696384685370925	6.308254021442229	2.8220078370150046e-10	5.251500038517922e-10	MIT0604_00152	141560	141715	Hypothetical protein
MitomycinC	124.82675804535606	1.5547360729412862	0.23795682215313532	6.533689847062874	6.416876237050267e-11	1.2299012787679678e-10	MIT0604_00153	141712	141891	hypothetical protein
MitomycinC	125.01802203969497	1.7851660475728415	0.23358279410583213	7.642540857542851	2.1297638721902364e-14	4.584255148657638e-14	MIT0604_00154	141888	142091	hypothetical protein
